title,link,pmcid,pmid,doi
"Transcriptomics, NF-κB Pathway, and Their Potential Spaceflight-Related Health Consequences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/,PMC5485990,28561779,10.3390/ijms18061166
Interplay of space radiation and microgravity in DNA damage and DNA damage response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/,PMC5460239,28649636,10.1038/s41526-017-0019-7
"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/,PMC6275019,30469384,10.3390/ijms19113689
Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/,PMC5397022,28423006,10.1371/journal.pone.0175943
Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/,PMC7251690,32460700,10.1186/s12870-020-02392-6
Mitigation and use of biofilms in space for the benefit of human space exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/,PMC10284894,37344487,10.1038/s41526-023-00285-0
Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,PMC10030976,36944638,10.1038/s41467-023-37070-2
Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,PMC8421509,34489467,10.1038/s41522-021-00240-5
Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts’ Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/,PMC9964234,36836933,10.3390/life13020576
"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10793275/,PMC10793275,38038463,10.1128/MRA.00345-23
Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4116675/,PMC4116675,24913916,10.1111/mmi.12665
Burn injury-associated MHCII(+) immune cell accumulation around lymphatic vessels of the mesentery and increased lymphatic endothelial permeability are blocked by doxycycline treatment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810432/,PMC5810432,29359999,10.1089/lrb.2017.0032
CubeSats for microbiology and astrobiology research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10261121/,PMC10261121,37308480,10.1038/s41526-023-00292-1
In situ resource utilisation: The potential for space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,PMC8739323,34993644,10.1007/s00792-021-01253-w
The smallest space miners: Principles of space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,PMC8739323,34993644,10.1007/s00792-021-01253-w
"Simulated micro-, lunar, and Martian gravities on Earth—effects on Escherichia coli growth, phenotype, and sensitivity to antibiotics.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9502502/,PMC9502502,36143436,10.3390/life12091399
Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10432549/,PMC10432549,37587131,10.1038/s41526-023-00316-w
Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261848/,PMC7261848,32523594,10.3389/fpls.2020.00631
Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537831/,PMC8537831,34685431,10.3390/life11101060
Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8879990/,PMC8879990,35207432,10.3390/life12020144
Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/,PMC10472590,37662183,10.3389/fpls.2023.1267183
Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999716/,PMC11999716,40233938,10.1093/jambio/lxaf076
"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11969330/,PMC11969330,40181784,10.1039/d4lc01090f
37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11940681/,PMC11940681,40138271,10.1371/journal.pone.0317307
Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11941215/,PMC11941215,40136666,10.3390/cells14060417
Immunization induces inflammation in the mouse heart during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11892206/,PMC11892206,40065216,10.1186/s12864-025-11426-y
Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11748630/,PMC11748630,39824847,10.1038/s41598-024-81394-y
Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11659408/,PMC11659408,39702444,10.1038/s41526-024-00450-z
NASA open science data repository: Open science for life in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701653/,PMC11701653,39558178,10.1093/nar/gkae1116
Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11593819/,PMC11593819,39596110,10.3390/ijms252212041
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,PMC11477029,39408667,10.3390/ijms251910337
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,PMC11487192,39420071,10.1038/s42003-024-07042-3
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,PMC11484870,39414932,10.1038/s42003-024-07022-7
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,PMC11451251,39363369,10.1186/s40168-024-01916-8
Celebrating 30 years of access to NASA space life sciences data.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,PMC11403809,39283686,10.1093/gigascience/giae066
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,PMC11386075,39256883,10.1186/s40168-024-01864-3
Spaceflight alters host-gut microbiota interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,PMC11362537,39209868,10.1038/s41522-024-00545-1
Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339457/,PMC11339457,39168992,10.1038/s41526-024-00425-0
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,PMC11324864,39143086,10.1038/s41526-024-00424-1
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,PMC11353732,39202335,10.3390/genes15080975
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,PMC11271499,39030182,10.1038/s41526-024-00419-y
